"Date","Source","Site ID","POC","Daily Max 1-hour NO2 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"07/12/2023","AQS","320030540","1","4.9","ppb","4","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"07/13/2023","AQS","320030540","1","26.4","ppb","25","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"07/14/2023","AQS","320030540","1","48.7","ppb","45","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"07/15/2023","AQS","320030540","1","52.4","ppb","49","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"07/16/2023","AQS","320030540","1","34.6","ppb","32","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"07/17/2023","AQS","320030540","1","26.9","ppb","25","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"07/18/2023","AQS","320030540","1","11.4","ppb","10","Jerome Mack-NCore","23","96.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"07/19/2023","AQS","320030540","1","13.3","ppb","12","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"07/20/2023","AQS","320030540","1","34.2","ppb","32","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"07/21/2023","AQS","320030540","1","39.7","ppb","37","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"07/22/2023","AQS","320030540","1","37.2","ppb","35","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"07/23/2023","AQS","320030540","1","8.9","ppb","8","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"07/24/2023","AQS","320030540","1","24.2","ppb","23","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"07/25/2023","AQS","320030540","1","33.2","ppb","31","Jerome Mack-NCore","23","96.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"07/26/2023","AQS","320030540","1","31.4","ppb","29","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"07/27/2023","AQS","320030540","1","32","ppb","30","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"07/28/2023","AQS","320030540","1","33.9","ppb","31","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"07/29/2023","AQS","320030540","1","28.1","ppb","26","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"07/30/2023","AQS","320030540","1","23.5","ppb","22","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"07/31/2023","AQS","320030540","1","10.9","ppb","9","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/01/2023","AQS","320030540","1","8.9","ppb","8","Jerome Mack-NCore","23","96.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/02/2023","AQS","320030540","1","17.8","ppb","16","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/03/2023","AQS","320030540","1","37.4","ppb","35","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/04/2023","AQS","320030540","1","28.6","ppb","26","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/05/2023","AQS","320030540","1","30","ppb","28","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/06/2023","AQS","320030540","1","17.1","ppb","16","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/07/2023","AQS","320030540","1","23.4","ppb","22","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/08/2023","AQS","320030540","1","12.2","ppb","11","Jerome Mack-NCore","23","96.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/09/2023","AQS","320030540","1","8.7","ppb","8","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/14/2023","AQS","320030540","1","29.6","ppb","27","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/15/2023","AQS","320030540","1","34","ppb","32","Jerome Mack-NCore","23","96.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/16/2023","AQS","320030540","1","20.8","ppb","19","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/17/2023","AQS","320030540","1","30.9","ppb","28","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/18/2023","AQS","320030540","1","13.8","ppb","12","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/19/2023","AQS","320030540","1","11.6","ppb","10","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/20/2023","AQS","320030540","1","7.9","ppb","7","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/21/2023","AQS","320030540","1","24.6","ppb","23","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/22/2023","AQS","320030540","1","23.1","ppb","22","Jerome Mack-NCore","23","96.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/23/2023","AQS","320030540","1","22.5","ppb","21","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/24/2023","AQS","320030540","1","29.1","ppb","27","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/25/2023","AQS","320030540","1","31.1","ppb","29","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/26/2023","AQS","320030540","1","32.6","ppb","30","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/27/2023","AQS","320030540","1","21","ppb","20","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/28/2023","AQS","320030540","1","26.2","ppb","25","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/29/2023","AQS","320030540","1","35.6","ppb","33","Jerome Mack-NCore","23","96.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/30/2023","AQS","320030540","1","33.4","ppb","31","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/31/2023","AQS","320030540","1","35.4","ppb","33","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"09/01/2023","AQS","320030540","1","5.8","ppb","5","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"09/02/2023","AQS","320030540","1","16.2","ppb","15","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"09/03/2023","AQS","320030540","1","16.9","ppb","15","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"09/04/2023","AQS","320030540","1","33.4","ppb","31","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"09/05/2023","AQS","320030540","1","32.6","ppb","30","Jerome Mack-NCore","23","96.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"09/06/2023","AQS","320030540","1","39.1","ppb","37","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"09/07/2023","AQS","320030540","1","28.3","ppb","26","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"09/08/2023","AQS","320030540","1","31.1","ppb","29","Jerome Mack-NCore","21","88.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"09/09/2023","AQS","320030540","1","29.2","ppb","27","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"09/10/2023","AQS","320030540","1","11.3","ppb","10","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"09/11/2023","AQS","320030540","1","23.5","ppb","22","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"09/12/2023","AQS","320030540","1","14.7","ppb","13","Jerome Mack-NCore","23","96.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"09/13/2023","AQS","320030540","1","21","ppb","20","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"09/14/2023","AQS","320030540","1","22.9","ppb","21","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"09/15/2023","AQS","320030540","1","33.5","ppb","31","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"09/16/2023","AQS","320030540","1","36.2","ppb","34","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"09/17/2023","AQS","320030540","1","35","ppb","33","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"09/18/2023","AQS","320030540","1","32.4","ppb","30","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"09/19/2023","AQS","320030540","1","31.6","ppb","29","Jerome Mack-NCore","23","96.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"09/20/2023","AQS","320030540","1","31.8","ppb","29","Jerome Mack-NCore","22","92.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"09/21/2023","AQS","320030540","1","23.9","ppb","22","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"09/22/2023","AQS","320030540","1","38.1","ppb","36","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"09/23/2023","AQS","320030540","1","26.8","ppb","25","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"09/24/2023","AQS","320030540","1","32.4","ppb","30","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"09/25/2023","AQS","320030540","1","36.4","ppb","34","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"09/26/2023","AQS","320030540","1","46.3","ppb","43","Jerome Mack-NCore","23","96.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"09/27/2023","AQS","320030540","1","36.2","ppb","34","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"09/28/2023","AQS","320030540","1","35","ppb","33","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"09/29/2023","AQS","320030540","1","37","ppb","35","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"09/30/2023","AQS","320030540","1","4.7","ppb","4","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"10/01/2023","AQS","320030540","1","10","ppb","9","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"10/02/2023","AQS","320030540","1","34.6","ppb","32","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"10/03/2023","AQS","320030540","1","30.1","ppb","28","Jerome Mack-NCore","23","96.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"10/04/2023","AQS","320030540","1","25.2","ppb","24","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"10/05/2023","AQS","320030540","1","32.8","ppb","30","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"10/06/2023","AQS","320030540","1","33.7","ppb","31","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"10/07/2023","AQS","320030540","1","41.6","ppb","39","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"10/08/2023","AQS","320030540","1","44.4","ppb","42","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"10/09/2023","AQS","320030540","1","34.5","ppb","32","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"10/10/2023","AQS","320030540","1","15.1","ppb","14","Jerome Mack-NCore","23","96.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"10/11/2023","AQS","320030540","1","6.4","ppb","6","Jerome Mack-NCore","22","92.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"10/12/2023","AQS","320030540","1","27","ppb","25","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"10/13/2023","AQS","320030540","1","35.6","ppb","33","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"10/14/2023","AQS","320030540","1","38","ppb","36","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"10/15/2023","AQS","320030540","1","44.1","ppb","42","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"10/16/2023","AQS","320030540","1","46","ppb","43","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"10/17/2023","AQS","320030540","1","50.7","ppb","47","Jerome Mack-NCore","23","96.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"10/18/2023","AQS","320030540","1","49.3","ppb","46","Jerome Mack-NCore","22","92.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"10/19/2023","AQS","320030540","1","50.7","ppb","47","Jerome Mack-NCore","21","88.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"10/20/2023","AQS","320030540","1","58.2","ppb","55","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"10/21/2023","AQS","320030540","1","38","ppb","36","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"10/22/2023","AQS","320030540","1","32.7","ppb","30","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"10/23/2023","AQS","320030540","1","35.8","ppb","33","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"10/24/2023","AQS","320030540","1","36.8","ppb","34","Jerome Mack-NCore","23","96.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"10/25/2023","AQS","320030540","1","32.8","ppb","30","Jerome Mack-NCore","22","92.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"10/26/2023","AQS","320030540","1","30.9","ppb","28","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"10/27/2023","AQS","320030540","1","43.2","ppb","41","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"10/28/2023","AQS","320030540","1","24.9","ppb","23","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"10/29/2023","AQS","320030540","1","9.1","ppb","8","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"10/30/2023","AQS","320030540","1","38.5","ppb","36","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"10/31/2023","AQS","320030540","1","42.3","ppb","40","Jerome Mack-NCore","23","96.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"11/01/2023","AQS","320030540","1","44.9","ppb","42","Jerome Mack-NCore","22","92.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"11/02/2023","AQS","320030540","1","42.7","ppb","40","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"11/03/2023","AQS","320030540","1","43.4","ppb","41","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"11/04/2023","AQS","320030540","1","40.4","ppb","38","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"11/05/2023","AQS","320030540","1","40.9","ppb","38","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"11/06/2023","AQS","320030540","1","30.1","ppb","28","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"11/07/2023","AQS","320030540","1","16.3","ppb","15","Jerome Mack-NCore","23","96.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"11/08/2023","AQS","320030540","1","5.4","ppb","5","Jerome Mack-NCore","22","92.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"11/09/2023","AQS","320030540","1","36.2","ppb","34","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"11/10/2023","AQS","320030540","1","44.2","ppb","42","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"11/11/2023","AQS","320030540","1","41.8","ppb","39","Jerome Mack-NCore","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
