"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"08/14/2023","AQS","320031019","1","0.042","ppm","39","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"08/15/2023","AQS","320031019","1","0.05","ppm","46","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"08/16/2023","AQS","320031019","1","0.052","ppm","48","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"08/17/2023","AQS","320031019","1","0.056","ppm","54","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"08/18/2023","AQS","320031019","1","0.048","ppm","44","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"08/19/2023","AQS","320031019","1","0.039","ppm","36","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"08/20/2023","AQS","320031019","1","0.035","ppm","32","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"08/22/2023","AQS","320031019","1","0.054","ppm","50","Jean","14","82.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"08/23/2023","AQS","320031019","1","0.053","ppm","49","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"08/24/2023","AQS","320031019","1","0.053","ppm","49","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"08/25/2023","AQS","320031019","1","0.052","ppm","48","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"08/26/2023","AQS","320031019","1","0.036","ppm","33","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"08/27/2023","AQS","320031019","1","0.034","ppm","31","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"08/28/2023","AQS","320031019","1","0.045","ppm","42","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"08/29/2023","AQS","320031019","1","0.05","ppm","46","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"08/30/2023","AQS","320031019","1","0.057","ppm","58","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"08/31/2023","AQS","320031019","1","0.051","ppm","47","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"09/01/2023","AQS","320031019","1","0.048","ppm","44","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"09/02/2023","AQS","320031019","1","0.04","ppm","37","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"09/03/2023","AQS","320031019","1","0.041","ppm","38","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"09/04/2023","AQS","320031019","1","0.05","ppm","46","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"09/05/2023","AQS","320031019","1","0.055","ppm","51","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"09/06/2023","AQS","320031019","1","0.044","ppm","41","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"09/07/2023","AQS","320031019","1","0.039","ppm","36","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"09/08/2023","AQS","320031019","1","0.043","ppm","40","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"09/09/2023","AQS","320031019","1","0.048","ppm","44","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"09/10/2023","AQS","320031019","1","0.039","ppm","36","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"09/19/2023","AQS","320031019","1","0.051","ppm","47","Jean","15","88.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"09/20/2023","AQS","320031019","1","0.05","ppm","46","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"09/21/2023","AQS","320031019","1","0.061","ppm","71","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"09/22/2023","AQS","320031019","1","0.054","ppm","50","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"09/23/2023","AQS","320031019","1","0.056","ppm","54","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"09/24/2023","AQS","320031019","1","0.051","ppm","47","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"09/27/2023","AQS","320031019","1","0.055","ppm","51","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"09/28/2023","AQS","320031019","1","0.057","ppm","58","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"09/29/2023","AQS","320031019","1","0.053","ppm","49","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"09/30/2023","AQS","320031019","1","0.039","ppm","36","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"10/01/2023","AQS","320031019","1","0.047","ppm","44","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"10/02/2023","AQS","320031019","1","0.043","ppm","40","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"10/03/2023","AQS","320031019","1","0.04","ppm","37","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"10/04/2023","AQS","320031019","1","0.038","ppm","35","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"10/05/2023","AQS","320031019","1","0.042","ppm","39","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"10/06/2023","AQS","320031019","1","0.041","ppm","38","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"10/07/2023","AQS","320031019","1","0.044","ppm","41","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"10/08/2023","AQS","320031019","1","0.046","ppm","43","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"10/09/2023","AQS","320031019","1","0.047","ppm","44","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"10/10/2023","AQS","320031019","1","0.051","ppm","47","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"10/11/2023","AQS","320031019","1","0.047","ppm","44","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"10/12/2023","AQS","320031019","1","0.04","ppm","37","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"10/13/2023","AQS","320031019","1","0.039","ppm","36","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"10/14/2023","AQS","320031019","1","0.042","ppm","39","Jean","14","82.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"10/17/2023","AQS","320031019","1","0.047","ppm","44","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"10/18/2023","AQS","320031019","1","0.045","ppm","42","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"10/19/2023","AQS","320031019","1","0.041","ppm","38","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"10/20/2023","AQS","320031019","1","0.043","ppm","40","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"10/21/2023","AQS","320031019","1","0.044","ppm","41","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"10/22/2023","AQS","320031019","1","0.046","ppm","43","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"10/23/2023","AQS","320031019","1","0.046","ppm","43","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"10/24/2023","AQS","320031019","1","0.045","ppm","42","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"10/25/2023","AQS","320031019","1","0.053","ppm","49","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"10/26/2023","AQS","320031019","1","0.048","ppm","44","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"10/27/2023","AQS","320031019","1","0.05","ppm","46","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"10/28/2023","AQS","320031019","1","0.046","ppm","43","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"10/29/2023","AQS","320031019","1","0.041","ppm","38","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"10/30/2023","AQS","320031019","1","0.042","ppm","39","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"10/31/2023","AQS","320031019","1","0.042","ppm","39","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"11/01/2023","AQS","320031019","1","0.041","ppm","38","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"11/02/2023","AQS","320031019","1","0.042","ppm","39","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"11/03/2023","AQS","320031019","1","0.039","ppm","36","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"11/04/2023","AQS","320031019","1","0.037","ppm","34","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"11/05/2023","AQS","320031019","1","0.044","ppm","41","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"11/06/2023","AQS","320031019","1","0.041","ppm","38","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"11/07/2023","AQS","320031019","1","0.045","ppm","42","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"11/09/2023","AQS","320031019","1","0.041","ppm","38","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"11/10/2023","AQS","320031019","1","0.041","ppm","38","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"11/11/2023","AQS","320031019","1","0.042","ppm","39","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"11/12/2023","AQS","320031019","1","0.043","ppm","40","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"11/16/2023","AQS","320031019","1","0.036","ppm","33","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"11/17/2023","AQS","320031019","1","0.039","ppm","36","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"11/18/2023","AQS","320031019","1","0.042","ppm","39","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"11/19/2023","AQS","320031019","1","0.045","ppm","42","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"11/20/2023","AQS","320031019","1","0.038","ppm","35","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"11/27/2023","AQS","320031019","1","0.033","ppm","31","Jean","13","76.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"11/28/2023","AQS","320031019","1","0.037","ppm","34","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"11/29/2023","AQS","320031019","1","0.037","ppm","34","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"11/30/2023","AQS","320031019","1","0.039","ppm","36","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"12/01/2023","AQS","320031019","1","0.041","ppm","38","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"12/02/2023","AQS","320031019","1","0.04","ppm","37","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"12/03/2023","AQS","320031019","1","0.04","ppm","37","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"12/04/2023","AQS","320031019","1","0.032","ppm","30","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"12/05/2023","AQS","320031019","1","0.036","ppm","33","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"12/06/2023","AQS","320031019","1","0.041","ppm","38","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"12/07/2023","AQS","320031019","1","0.043","ppm","40","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"12/08/2023","AQS","320031019","1","0.04","ppm","37","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"12/09/2023","AQS","320031019","1","0.038","ppm","35","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"12/10/2023","AQS","320031019","1","0.036","ppm","33","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"12/11/2023","AQS","320031019","1","0.03","ppm","28","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"12/12/2023","AQS","320031019","1","0.03","ppm","28","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"12/13/2023","AQS","320031019","1","0.036","ppm","33","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"12/14/2023","AQS","320031019","1","0.032","ppm","30","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"12/15/2023","AQS","320031019","1","0.034","ppm","31","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"12/16/2023","AQS","320031019","1","0.033","ppm","31","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"12/17/2023","AQS","320031019","1","0.029","ppm","27","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"12/18/2023","AQS","320031019","1","0.025","ppm","23","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"12/19/2023","AQS","320031019","1","0.031","ppm","29","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"12/20/2023","AQS","320031019","1","0.036","ppm","33","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"12/21/2023","AQS","320031019","1","0.034","ppm","31","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"12/22/2023","AQS","320031019","1","0.026","ppm","24","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"12/23/2023","AQS","320031019","1","0.03","ppm","28","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"12/24/2023","AQS","320031019","1","0.036","ppm","33","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"12/25/2023","AQS","320031019","1","0.034","ppm","31","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"12/26/2023","AQS","320031019","1","0.034","ppm","31","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"12/27/2023","AQS","320031019","1","0.033","ppm","31","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"12/28/2023","AQS","320031019","1","0.029","ppm","27","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"12/29/2023","AQS","320031019","1","0.031","ppm","29","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"12/30/2023","AQS","320031019","1","0.043","ppm","40","Jean","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","35.7856650008953","-115.357087"
"01/01/2023","AQS","320032003","1","0.042","ppm","39","Walnut Community Center","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.214465","-115.091437"
"01/02/2023","AQS","320032003","1","0.039","ppm","36","Walnut Community Center","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.214465","-115.091437"
"01/03/2023","AQS","320032003","1","0.035","ppm","32","Walnut Community Center","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.214465","-115.091437"
"01/04/2023","AQS","320032003","1","0.026","ppm","24","Walnut Community Center","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.214465","-115.091437"
"01/05/2023","AQS","320032003","1","0.031","ppm","29","Walnut Community Center","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.214465","-115.091437"
"01/06/2023","AQS","320032003","1","0.032","ppm","30","Walnut Community Center","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.214465","-115.091437"
"01/07/2023","AQS","320032003","1","0.027","ppm","25","Walnut Community Center","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.214465","-115.091437"
"01/08/2023","AQS","320032003","1","0.03","ppm","28","Walnut Community Center","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.214465","-115.091437"
"01/09/2023","AQS","320032003","1","0.034","ppm","31","Walnut Community Center","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.214465","-115.091437"
"01/10/2023","AQS","320032003","1","0.044","ppm","41","Walnut Community Center","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.214465","-115.091437"
"01/11/2023","AQS","320032003","1","0.033","ppm","31","Walnut Community Center","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.214465","-115.091437"
"01/12/2023","AQS","320032003","1","0.024","ppm","22","Walnut Community Center","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.214465","-115.091437"
"01/13/2023","AQS","320032003","1","0.019","ppm","18","Walnut Community Center","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.214465","-115.091437"
"01/14/2023","AQS","320032003","1","0.04","ppm","37","Walnut Community Center","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.214465","-115.091437"
"01/15/2023","AQS","320032003","1","0.044","ppm","41","Walnut Community Center","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.214465","-115.091437"
"01/16/2023","AQS","320032003","1","0.045","ppm","42","Walnut Community Center","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.214465","-115.091437"
"01/17/2023","AQS","320032003","1","0.04","ppm","37","Walnut Community Center","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.214465","-115.091437"
"01/18/2023","AQS","320032003","1","0.038","ppm","35","Walnut Community Center","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.214465","-115.091437"
"01/19/2023","AQS","320032003","1","0.039","ppm","36","Walnut Community Center","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.214465","-115.091437"
"01/20/2023","AQS","320032003","1","0.04","ppm","37","Walnut Community Center","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.214465","-115.091437"
"01/21/2023","AQS","320032003","1","0.039","ppm","36","Walnut Community Center","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.214465","-115.091437"
"01/22/2023","AQS","320032003","1","0.045","ppm","42","Walnut Community Center","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.214465","-115.091437"
